Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2020,"Sandy Leon","CLE",13,18,14,2,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0.142857142,5273
2020,"Francisco Cervelli","MIA",10,19,19,4,2,1,0,1,2,1,0,0,7,0,0,0,1,0,0,0.210526315,5275
2020,"Aaron Hicks","NYY",31,54,45,11,7,2,0,2,6,7,9,0,7,0,0,0,1,0,0,0.244444444,5297
2020,"Brandon Crawford","SFG",20,37,31,7,5,2,0,0,4,0,5,0,7,1,0,0,0,0,0,0.225806451,5343
2020,"Freddie Freeman","ATL",34,62,53,13,9,3,0,1,9,8,9,0,13,0,0,0,5,0,0,0.245283018,5361
2020,"Pablo Sandoval","2 Tms",10,14,10,3,3,0,0,0,1,0,3,0,4,1,0,0,0,0,0,0.3,5409
2020,"Jose Altuve","HOU",25,54,48,8,6,1,0,1,7,3,6,0,13,0,0,0,1,0,2,0.166666666,5417
2020,"Ji Man Choi","TBR",14,19,17,2,1,0,0,1,1,3,2,0,8,0,0,0,0,0,0,0.117647058,5452
2020,"Austin Romine","DET",15,23,22,7,6,0,0,1,2,4,1,0,2,0,0,0,1,0,0,0.318181818,5491
2020,"Marwin Gonzalez","MIN",33,67,60,13,11,2,0,0,3,6,4,0,13,1,2,0,0,0,0,0.216666666,5497
2020,"Kyle Higashioka","NYY",9,16,16,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.125,5517
2020,"Matt Kemp","COL",29,56,50,15,10,3,0,2,10,9,6,1,16,0,0,0,1,1,0,0.3,5631
2020,"Steven Souza Jr.","CHC",7,13,10,2,1,1,0,0,2,2,3,0,6,0,0,0,0,1,0,0.2,5667
2020,"Avisail Garcia","MIL",34,67,55,16,9,6,0,1,7,9,11,2,16,1,0,0,0,1,1,0.29090909,5760
2020,"Wilmer Flores","SFG",33,67,62,17,7,3,0,7,12,17,4,1,17,0,1,0,1,0,0,0.274193548,5827
2020,"Nick Markakis","ATL",16,18,16,6,5,1,0,0,1,2,2,0,3,0,0,0,1,0,0,0.375,5930
2020,"Jean Segura","PHI",30,62,55,15,10,2,0,3,7,10,7,2,13,0,0,0,2,1,1,0.272727272,5933
2020,"Didi Gregorius","PHI",37,71,64,13,6,1,2,4,8,12,3,0,12,1,2,1,0,0,1,0.203125,6012
2020,"Eduardo Escobar","ARI",28,66,61,13,9,3,0,1,3,4,4,1,8,0,1,0,1,0,0,0.213114754,6153
2020,"J.D. Martinez","BOS",29,63,56,12,6,4,0,2,8,8,5,1,15,1,1,0,1,1,0,0.214285714,6184
2020,"Freddy Galvis","CIN",30,37,35,8,5,1,0,2,4,4,2,0,8,0,0,0,1,0,0,0.228571428,6609
2020,"Martin Maldonado","HOU",29,53,43,12,8,2,0,2,4,12,8,0,14,1,0,1,1,1,0,0.279069767,6887
2020,"Yadier Molina","STL",17,30,26,5,2,1,0,2,4,5,3,0,5,1,0,0,1,0,0,0.192307692,7007
2020,"Logan Forsythe","MIA",9,15,14,3,1,1,0,1,2,1,1,0,6,0,0,0,0,0,0,0.214285714,7185
2020,"Matt Davidson","CIN",19,31,28,6,2,1,0,3,3,10,3,0,9,0,0,0,2,0,0,0.214285714,7226
2020,"Salvador Perez","KCR",19,37,35,9,3,3,0,3,5,8,1,0,8,1,0,0,0,0,0,0.257142857,7304
2020,"Alex Avila","MIN",10,15,12,3,3,0,0,0,1,1,1,0,3,2,0,0,0,0,0,0.25,7476
2020,"Travis d'Arnaud","ATL",19,37,34,8,8,0,0,0,2,3,2,0,11,0,1,0,2,0,0,0.235294117,7739
2020,"Miguel Rojas","MIA",19,39,36,18,9,6,1,2,9,8,2,0,1,1,0,0,0,0,1,0.5,7802
2020,"Charlie Blackmon","COL",43,87,80,30,23,5,0,2,8,16,6,0,11,0,1,0,3,1,0,0.375,7859
2020,"Eric Sogard","MIL",12,14,11,2,2,0,0,0,3,2,3,0,3,0,0,0,0,0,0,0.181818181,7927
2020,"Jose A. Martinez","2 Tms",28,50,46,8,3,4,0,1,6,4,4,0,17,0,0,0,1,0,0,0.173913043,7996
2020,"Matt Carpenter","STL",16,25,21,4,2,2,0,0,2,6,3,0,7,1,0,0,0,0,0,0.19047619,8090
2020,"Josh Harrison","WSN",22,39,36,10,6,2,0,2,3,7,1,0,5,1,1,0,0,0,1,0.277777777,8202
2020,"Dee Strange-Gordon","SEA",15,27,26,2,1,1,0,0,2,0,0,0,6,1,0,0,1,0,1,0.076923076,8203
2020,"Hunter Pence","SFG",14,30,28,3,0,0,1,2,3,6,2,0,8,0,0,0,2,0,0,0.107142857,8252
2020,"Kurt Suzuki","WSN",17,35,29,10,6,3,0,1,3,8,2,0,3,3,1,0,0,0,0,0.344827586,8259
2020,"Ehire Adrianza","MIN",26,44,37,6,3,3,0,0,4,2,6,0,8,1,0,0,1,0,0,0.162162162,8418
2020,"Donovan Solano","SFG",31,63,60,21,15,5,0,1,7,3,3,0,8,0,0,0,2,0,0,0.35,8623
2020,"Elvis Andrus","TEX",18,35,34,7,4,2,0,1,4,2,1,0,6,0,0,0,3,2,0,0.205882352,8709
2020,"Jason Castro","2 Tms",19,22,18,3,2,1,0,0,0,1,4,0,10,0,0,0,0,0,0,0.166666666,8722
2020,"Justin Smoak","MIL",16,26,24,4,2,2,0,0,1,2,2,0,3,0,0,0,1,0,0,0.166666666,9054
2020,"Khris Davis","OAK",18,41,33,10,7,3,0,0,5,5,5,0,7,2,1,0,1,0,0,0.303030303,9112
2020,"Tyler Flowers","ATL",11,21,17,2,1,1,0,0,0,2,3,0,12,1,0,0,0,0,0,0.117647058,9134
2020,"Paul Goldschmidt","STL",20,37,28,8,4,2,0,2,5,6,9,0,8,0,0,0,0,0,0,0.285714285,9218
2020,"Starling Marte","2 Tms",31,68,62,18,14,4,0,0,7,4,4,1,6,2,0,0,2,2,1,0.29032258,9241
2020,"AJ Pollock","LAD",29,60,55,19,7,5,0,7,13,15,3,1,9,0,2,0,2,1,0,0.345454545,9256
2020,"Josh Phegley","CHC",9,12,12,1,0,0,0,1,2,2,0,0,3,0,0,0,0,0,0,0.083333333,9308
2020,"Brock Holt","2 Tms",8,14,14,5,2,3,0,0,2,0,0,0,5,0,0,0,0,0,0,0.357142857,9345
2020,"Evan Longoria","SFG",29,56,52,16,11,2,0,3,9,8,3,0,9,0,1,0,4,0,0,0.307692307,9368
2020,"Dustin Garneau","HOU",7,11,9,1,1,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0.111111111,9433
2020,"Yan Gomes","WSN",16,29,26,8,4,1,1,2,3,8,1,0,2,0,2,0,0,0,0,0.307692307,9627
2020,"Christian Vazquez","BOS",31,61,55,13,8,1,0,4,9,13,6,0,14,0,0,0,3,2,1,0.236363636,9774
2020,"Jason Kipnis","CHC",18,30,22,2,0,2,0,0,1,0,8,0,5,0,0,0,0,0,0,0.09090909,9776
2020,"Nolan Arenado","COL",32,56,53,14,9,4,0,1,8,6,2,0,7,0,1,0,3,0,0,0.264150943,9777
2020,"Kyle Seager","SEA",36,75,65,12,6,3,0,3,8,11,7,0,14,2,1,0,0,2,0,0.184615384,9785
2020,"Brian Dozier","NYM",6,14,13,1,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0.076923076,9810
2020,"Andrew McCutchen","PHI",32,71,60,17,9,4,0,4,12,11,10,0,14,1,0,0,1,1,0,0.283333333,9847
2020,"DJ LeMahieu","NYY",21,44,40,16,11,4,1,0,7,4,4,0,2,0,0,0,1,0,0,0.4,9874
2020,"Jay Bruce","PHI",12,18,18,2,1,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0.111111111,9892
2020,"Brett Gardner","NYY",15,23,21,4,4,0,0,0,1,0,2,0,6,0,0,0,0,0,0,0.19047619,9927
2020,"Darin Ruf","SFG",34,65,58,15,6,5,0,4,6,8,7,0,14,0,0,0,1,0,0,0.258620689,9929
2020,"Chris Owings","COL",11,21,20,5,4,0,0,1,4,1,1,0,6,0,0,0,0,0,0,0.25,10030
2020,"Wil Myers","SDP",34,70,64,21,10,6,0,5,12,12,6,0,16,0,0,0,0,0,1,0.328125,10047
2020,"Max Stassi","LAA",24,52,44,13,7,1,0,5,7,12,6,0,7,0,2,0,3,0,0,0.295454545,10059
2020,"Jonathan Villar","2 Tms",29,64,62,15,12,2,0,1,1,3,2,0,13,0,0,0,2,5,3,0.241935483,10071
2020,"Mike Trout","LAA",30,63,53,13,9,1,0,3,11,10,8,1,17,1,1,0,1,0,0,0.245283018,10155
2020,"Billy Hamilton","2 Tms",9,12,11,1,0,0,0,1,5,1,1,0,5,0,0,0,0,2,1,0.09090909,10199
2020,"Tucker Barnhart","CIN",19,22,19,1,0,1,0,0,1,2,3,0,7,0,0,0,1,0,0,0.052631578,10200
2020,"Jose Iglesias","BAL",14,33,32,12,10,1,0,1,3,3,0,0,2,1,0,0,1,0,0,0.375,10231
2020,"Randal Grichuk","TOR",31,64,61,20,12,4,0,4,9,9,3,0,11,0,0,0,1,0,0,0.327868852,10243
2020,"Brandon Belt","SFG",18,32,26,3,1,1,0,1,2,6,6,0,9,0,0,0,0,0,0,0.115384615,10264
2020,"Danny Santana","TEX",8,20,19,2,0,1,0,1,2,2,0,0,10,0,1,0,1,0,0,0.105263157,10322
2020,"Marcell Ozuna","ATL",28,54,45,16,7,2,0,7,11,19,9,2,11,0,0,0,1,0,0,0.355555555,10324
2020,"Domingo Santana","CLE",14,21,18,1,1,0,0,0,1,0,3,0,7,0,0,0,0,0,0,0.055555555,10348
2020,"Adeiny Hechavarria","ATL",8,11,11,3,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.272727272,10459
2020,"Enrique Hernandez","LAD",29,50,46,10,5,3,0,2,4,6,2,0,10,1,1,0,3,0,0,0.217391304,10472
2020,"Cesar Hernandez","CLE",40,67,61,15,9,5,0,1,9,9,3,0,13,2,0,1,2,0,0,0.245901639,10556
2020,"Gio Urshela","NYY",23,37,30,7,5,2,0,0,3,1,7,0,6,0,0,0,2,0,0,0.233333333,10681
2020,"Corey Dickerson","MIA",30,55,52,11,7,1,0,3,5,5,2,0,14,0,0,0,1,1,0,0.211538461,10762
2020,"Jurickson Profar","SDP",42,73,68,20,16,1,0,3,9,9,4,0,11,0,1,0,0,1,0,0.294117647,10815
2020,"Jedd Gyorko","MIL",32,57,45,12,5,2,0,5,8,10,11,1,13,0,1,0,1,0,0,0.266666666,10816
2020,"Rangel Ravelo","STL",11,20,16,3,1,1,0,1,4,3,4,0,2,0,0,0,0,0,0,0.1875,10839
2020,"Andrelton Simmons","LAA",20,40,37,10,8,2,0,0,6,4,2,0,8,1,0,0,1,1,0,0.27027027,10847
2020,"Adam Duvall","ATL",27,50,47,13,5,5,0,3,8,7,2,0,13,1,0,0,1,0,0,0.276595744,10950
2020,"Phil Gosselin","PHI",32,62,54,15,10,3,0,2,8,9,8,1,14,0,0,0,3,0,0,0.277777777,10953
2020,"Kevin Kiermaier","TBR",17,21,19,3,2,1,0,0,2,5,2,0,6,0,0,0,1,0,0,0.157894736,11038
2020,"Christian Colon","CIN",7,11,10,2,1,1,0,0,3,0,1,0,1,0,0,0,0,1,0,0.2,11145
2020,"Kole Calhoun","ARI",30,54,48,11,5,2,0,4,8,11,2,0,17,3,1,0,2,0,0,0.229166666,11200
2020,"Adam Eaton","WSN",24,45,39,4,3,0,0,1,6,3,4,0,8,0,0,2,0,0,0,0.102564102,11205
2020,"Jonathan Schoop","DET",17,35,32,9,6,1,1,1,6,6,0,0,9,0,2,0,3,0,0,0.28125,11265
2020,"Whit Merrifield","KCR",29,58,54,16,11,4,0,1,9,3,4,0,4,0,0,0,1,3,2,0.296296296,11281
2020,"Bryan Holaday","BAL",7,12,12,1,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0.083333333,11287
2020,"Jake Marisnick","NYM",7,17,16,6,3,2,0,1,2,3,1,0,3,0,0,0,0,0,0,0.375,11339
2020,"Jesus Aguilar","MIA",29,59,53,17,10,4,0,3,10,5,6,0,12,0,0,0,1,0,0,0.320754716,11342
2020,"Yasmani Grandal","CHW",20,37,28,8,6,0,0,2,6,8,7,0,10,0,2,0,0,0,0,0.285714285,11368
2020,"Delino DeShields","CLE",21,29,27,6,4,1,1,0,4,3,1,0,7,0,0,1,0,0,1,0.222222222,11379
2020,"Gary Sanchez","NYY",22,41,32,3,0,1,0,2,4,6,9,0,16,0,0,0,1,0,0,0.09375,11442
2020,"Mark Canha","OAK",27,56,42,14,8,5,1,0,9,5,11,1,10,2,1,0,1,3,0,0.333333333,11445
2020,"Tony Wolters","COL",17,24,19,3,3,0,0,0,1,1,3,0,8,1,0,1,1,0,0,0.157894736,11470
2020,"Christian Yelich","MIL",40,72,58,17,7,5,0,5,15,8,14,0,21,0,0,0,3,0,0,0.293103448,11477
2020,"Michael A. Taylor","WSN",19,32,29,5,1,2,0,2,7,4,2,0,11,1,0,0,0,0,0,0.172413793,11489
2020,"Manny Machado","SDP",30,71,64,20,14,1,0,5,9,10,7,0,11,0,0,0,2,2,2,0.3125,11493
2020,"Bryce Harper","PHI",33,72,57,16,9,3,0,4,12,10,13,0,19,1,0,1,1,2,0,0.280701754,11579
2020,"Willson Contreras","CHC",27,49,43,8,5,3,0,0,7,4,4,1,14,2,0,0,2,1,1,0.186046511,11609
2020,"Brandon Drury","TOR",11,23,23,6,5,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0.260869565,11615
2020,"Elias Diaz","COL",15,28,26,6,4,1,0,1,2,5,2,0,4,0,0,0,0,0,0,0.23076923,11680
2020,"Nick Castellanos","CIN",31,54,51,12,6,2,1,3,10,10,2,1,10,1,0,0,2,0,1,0.235294117,11737
2020,"J.T. Realmuto","PHI",25,54,44,17,12,3,0,2,12,9,7,0,12,3,0,0,0,1,0,0.386363636,11739
2020,"Joc Pederson","LAD",8,10,9,3,3,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0.333333333,11899
2020,"Hanser Alberto","BAL",24,53,48,18,13,4,0,1,7,7,2,0,9,1,2,0,2,2,0,0.375,11902
2020,"Joe Panik","TOR",24,39,33,10,8,2,0,0,5,3,5,0,9,1,0,0,1,0,0,0.303030303,11936
2020,"Travis Shaw","TOR",25,46,44,13,8,5,0,0,5,3,2,0,8,0,0,0,2,0,0,0.295454545,11982
2020,"Jon Berti","MIA",23,51,41,9,7,1,0,1,6,3,9,0,11,0,0,1,1,3,2,0.219512195,12037
2020,"Niko Goodrum","DET",18,37,33,11,4,4,1,2,6,7,3,0,10,0,1,0,2,2,0,0.333333333,12092
2020,"Max Kepler","MIN",33,53,47,6,4,2,0,0,5,4,5,0,13,0,1,0,0,0,0,0.127659574,12144
2020,"Nick Ahmed","ARI",37,67,62,17,11,4,0,2,9,9,5,0,13,0,0,0,1,2,0,0.274193548,12147
2020,"Eddie Rosario","MIN",30,57,55,13,11,2,0,0,6,8,2,0,8,0,0,0,1,1,1,0.236363636,12155
2020,"Austin Barnes","LAD",16,22,19,6,6,0,0,0,6,0,3,0,5,0,0,0,0,0,0,0.315789473,12158
2020,"Ben Gamel","MIL",19,24,21,5,3,2,0,0,4,0,3,0,8,0,0,0,0,0,2,0.238095238,12160
2020,"Xander Bogaerts","BOS",31,69,64,24,18,2,0,4,12,8,5,0,12,0,0,0,0,2,0,0.375,12161
2020,"Miguel Sano","MIN",25,47,44,7,3,2,0,2,8,3,3,0,23,0,0,0,2,0,0,0.159090909,12164
2020,"Jorge Bonifacio","DET",15,21,19,6,5,1,0,0,3,4,1,0,5,1,0,0,0,0,0,0.315789473,12174
2020,"Maikel Franco","KCR",29,48,44,14,10,3,0,1,5,7,4,0,8,0,0,0,0,0,0,0.318181818,12179
2020,"Jorge Alfaro","MIA",18,32,31,8,7,0,0,1,5,4,1,1,10,0,0,0,0,0,0,0.258064516,12180
2020,"Rougned Odor","TEX",24,51,48,5,2,1,0,2,4,7,2,0,16,1,0,0,1,0,0,0.104166666,12282
2020,"Kevan Smith","TBR",10,15,10,1,0,0,0,1,1,2,3,0,7,1,0,0,0,0,0,0.1,12284
2020,"Tommy La Stella","2 Tms",29,59,51,11,8,3,0,0,6,3,6,0,3,1,1,0,4,0,0,0.215686274,12371
2020,"Kevin Pillar","2 Tms",37,82,76,26,16,6,0,4,14,15,5,1,15,1,0,0,0,2,0,0.342105263,12434
2020,"Curt Casali","CIN",21,36,31,9,5,1,0,3,4,3,4,0,10,1,0,0,0,0,0,0.29032258,12510
2020,"Kolten Wong","STL",19,36,34,10,9,1,0,0,4,3,2,0,4,0,0,0,0,1,0,0.294117647,12532
2020,"Marcus Semien","OAK",20,54,49,11,6,1,0,4,10,10,5,0,14,0,0,0,0,1,0,0.224489795,12533
2020,"C.J. Cron","DET",7,13,13,2,0,1,0,1,2,2,0,0,5,0,0,0,0,0,0,0.153846153,12546
2020,"Eugenio Suarez","CIN",37,60,51,9,2,3,0,4,9,10,7,0,16,1,1,0,3,1,0,0.176470588,12552
2020,"Trevor Story","COL",36,76,64,21,14,1,1,5,15,9,12,1,13,0,0,0,2,7,1,0.328125,12564
2020,"Alex Dickerson","SFG",12,12,11,3,2,0,0,1,3,3,0,0,4,1,0,0,1,0,0,0.272727272,12649
2020,"Brad Miller","STL",16,20,17,3,2,0,0,1,4,1,2,0,7,1,0,0,0,0,0,0.176470588,12775
2020,"George Springer","HOU",25,56,48,11,6,1,0,4,8,7,6,0,11,0,1,0,0,1,0,0.229166666,12856
2020,"Brian Goodwin","2 Tms",28,41,38,6,3,1,0,2,5,2,2,0,14,1,0,0,0,0,0,0.157894736,12858
2020,"James McCann","CHW",17,36,28,12,8,2,0,2,11,6,4,0,5,3,1,0,0,0,0,0.428571428,12859
2020,"Anthony Rendon","LAA",33,73,59,17,8,5,0,4,12,12,14,1,8,0,0,0,5,0,0,0.288135593,12861
2020,"Gregory Polanco","PIT",29,42,36,5,3,1,0,1,2,4,5,0,16,0,0,0,0,0,0,0.138888888,12907
2020,"Francisco Lindor","CLE",35,66,58,17,12,5,0,0,5,4,4,0,3,3,1,0,2,1,0,0.293103448,12916
2020,"Brandon Nimmo","NYM",31,60,51,10,6,2,1,1,7,2,5,0,14,4,0,0,1,0,0,0.196078431,12927
2020,"Jose Osuna","PIT",14,26,24,7,4,2,0,1,1,4,2,0,2,0,0,0,0,0,0,0.291666666,12937
2020,"Phillip Evans","PIT",7,14,14,6,4,1,0,1,3,5,0,0,1,0,0,0,1,0,0,0.428571428,12950
2020,"Austin Hedges","2 Tms",17,26,23,3,2,1,0,0,0,1,3,0,9,0,0,0,1,1,0,0.130434782,12976
2020,"Michael Perez","TBR",8,11,8,4,4,0,0,0,2,3,3,0,2,0,0,0,1,0,0,0.5,12977
2020,"Javier Baez","CHC",35,59,55,12,6,4,0,2,7,7,2,0,16,1,1,0,4,0,0,0.218181818,12979
2020,"Jackie Bradley Jr.","BOS",38,69,59,17,10,4,0,3,9,5,10,0,14,0,0,0,1,2,1,0.288135593,12984
2020,"Teoscar Hernandez","TOR",28,55,51,14,7,2,0,5,9,9,4,0,19,0,0,0,1,0,0,0.274509803,13066
2020,"Yoenis Cespedes","NYM",6,12,10,0,0,0,0,0,1,0,1,0,5,1,0,0,0,0,0,0,13110
2020,"Josh Bell","PIT",35,62,50,9,7,0,0,2,6,6,8,1,17,1,3,0,1,0,0,0.18,13145
2020,"Jorge Polanco","MIN",31,57,55,19,15,3,0,1,6,7,1,0,5,0,1,0,3,0,0,0.345454545,13152
2020,"Orlando Arcia","MIL",29,54,47,9,4,4,0,1,5,5,7,0,10,0,0,0,2,0,0,0.191489361,13185
2020,"Mike Zunino","TBR",13,25,22,1,0,0,0,1,1,3,2,0,11,1,0,0,0,0,0,0.045454545,13265
2020,"Max Muncy","LAD",40,80,67,16,11,1,0,4,7,10,12,0,17,1,0,0,2,1,0,0.23880597,13301
2020,"Ildemaro Vargas","3 Tms",17,30,28,3,2,0,0,1,3,1,2,0,7,0,0,0,1,0,0,0.107142857,13324
2020,"Jake Lamb","2 Tms",11,20,17,3,1,1,0,1,1,4,1,0,1,2,0,0,0,0,1,0.176470588,13329
2020,"Omar Narvaez","MIL",16,20,19,4,3,1,0,0,1,0,1,0,8,0,0,0,0,0,0,0.210526315,13338
2020,"Bubba Starling","KCR",17,28,24,2,2,0,0,0,1,1,3,0,10,0,1,0,0,0,0,0.083333333,13356
2020,"Tyler Naquin","CLE",18,22,20,0,0,0,0,0,2,1,0,0,8,1,1,0,0,0,0,0,13359
2020,"Stephen Piscotty","OAK",24,52,48,11,9,2,0,0,3,4,2,0,12,0,1,1,0,0,0,0.229166666,13367
2020,"Erik Gonzalez","PIT",24,49,46,14,7,4,1,2,5,8,2,0,9,0,0,1,2,0,0,0.304347826,13369
2020,"Christian Walker","ARI",32,66,56,13,7,3,1,2,10,7,7,0,12,2,1,0,4,0,0,0.232142857,13419
2020,"Jose Ramirez","CLE",37,67,57,22,7,7,0,8,15,14,9,0,9,1,0,0,0,3,3,0.385964912,13510
2020,"Roman Quinn","PHI",19,36,34,7,3,1,1,2,4,4,2,0,8,0,0,0,0,1,0,0.205882352,13546
2020,"Jesse Winker","CIN",28,41,34,9,5,2,0,2,5,4,4,0,13,3,0,0,1,0,0,0.264705882,13590
2020,"Jose Peraza","BOS",27,50,46,9,5,3,1,0,3,1,4,0,6,0,0,0,1,1,1,0.195652173,13593
2020,"Mookie Betts","LAD",30,64,55,11,10,1,0,0,10,2,9,1,15,0,0,0,0,7,0,0.2,13611
2020,"Ketel Marte","ARI",23,54,52,22,13,7,1,1,6,3,1,0,4,1,0,0,1,0,0,0.423076923,13613
2020,"Carson Kelly","ARI",25,49,46,6,3,1,0,2,3,5,3,0,11,0,0,0,2,0,0,0.130434782,13620
2020,"Jeimer Candelario","DET",24,44,40,16,11,2,1,2,7,8,4,0,8,0,0,0,2,0,1,0.4,13621
2020,"Corey Seager","LAD",38,75,69,19,12,2,1,4,10,11,5,0,13,0,1,0,3,1,0,0.275362318,13624
2020,"Tyrone Taylor","MIL",12,18,16,4,2,2,0,0,3,1,2,0,2,0,0,0,1,0,0,0.25,13675
2020,"Jacob Stallings","PIT",20,41,34,11,6,4,0,1,5,9,7,0,9,0,0,0,1,0,0,0.323529411,13723
