EV	EV Book	Game	Player	Prop	O/U	FD	DK	ESPN	MGM	Kambi	PN	CZ	BV
-12.6	-110 DK	smu @ louisville		home_total	o 32.5	-	-110/-125	-	-	-	109/-128	-	-
-12.6	110 DK	rutgers @ nebraska		home_total	o 25.5	-	'+110/-155	-	-	-	129/-151	-	-
-12.6	-165 DK	nevada @ san jose state		home_total	o 27.5	-	-165/+115	-	-	-	-130/111	-	-
-12.6	110 DK	james madison @ ul monroe		spread	u -13.0	-	-146/+110	-	-	-	-152/128	-	-
-12.6	106 DK	clemson @ florida state		spread	u -13.0	-	-141/+106	-	-	-	-147/124	-	-
-12.7	150 DK	virginia tech @ stanford		home_total	o 23.5	-	'+150/-215	-	-	-	168/-202	-	-
-12.7	101 DK	tennessee @ arkansas		spread	o -15.0	-	'+101/-134	-	-	-	119/-141	-	-
-12.8	-120 DK	ucla @ penn state		away_total	u 7.5	-	-120/-120	-	-	-	-119/102	-	-
-12.9	105 DK	south alabama @ arkansas state		total	u 59.0	-	-140/+105	-	-	-	-146/124	-	-
-13.0	106 DK	usc @ minnesota		spread	o -11.0	-	'+106/-141	-	-	-	125/-148	-	-
-13.0	-109 DK	purdue @ wisconsin		total	o 46.0	-	-109/-122	-	-	-	111/-130	-	-
-13.0	-115 DK	michigan @ washington		home_total	u 20.5	-	-120/-115	-	-	-	-124/106	-	-
-13.1	104 DK	western michigan @ ball state		spread	o -11.5	-	'+104/-139	-	-	-	123/-146	-	-
-13.1	104 DK	tennessee @ arkansas		spread	o -15.5	-	'+104/-138	-	-	-	123/-146	-	-
-13.2	425 DK	utah state @ boise state		1q_ml	o  	-	'+425/-575	-	-	-	389/-579	-	-
-13.2	-130 DK	miami ohio @ toledo		home_total	o 25.5	-	-130/-105	-	-	-	-104/-112	-	-
-13.2	-104 DK	indiana @ northwestern		spread	o -14.5	-	-104/-128	-	-	-	116/-136	-	-
-13.3	390 DK	purdue @ wisconsin		ml	o  	'+360/-480	'+390/-520	-	-	-	407/-555	-	-
-13.3	101 DK	old dominion @ coastal carolina		total	o 54.0	-	'+101/-134	-	-	-	121/-142	-	-
-13.3	-105 DK	nevada @ san jose state		away_total	u 20.5	-	-130/-105	-	-	-	-135/115	-	-
-13.4	200 DK	tulane @ uab		1q_ml	u  	-	-245/+200	-	-	-	-272/213	-	-
-13.4	110 DK	clemson @ florida state		spread	u -12.5	-	-146/+110	-	-	-	-154/130	-	-
-13.4	-115 DK	auburn @ georgia		home_total	o 37.5	-	-115/-120	-	-	-	107/-125	-	-
-13.6	-130 DK	miami ohio @ toledo		away_total	u 17.5	-	-110/-130	-	-	-	-113/-103	-	-
-13.6	-155 DK	clemson @ florida state		home_total	u 16.5	-	'+110/-155	-	-	-	103/-120	-	-
-13.6	365 FD	baylor @ iowa state		ml	o  	'+365/-490	'+360/-470	-	-	-	373/-498	-	-
-13.8	-115 DK	duke @ georgia tech		home_total	o 31.5	-	-115/-120	-	-	-	108/-126	-	-
-13.8	340 DK	clemson @ florida state		1h_ml	u  	-	-440/+340	-	-	-	-459/337	-	-
-13.8	350 DK	bowling green @ akron		1h_ml	u  	-	-455/+350	-	-	-	-472/345	-	-
-13.9	-101 DK	tulane @ uab		spread	u -16.5	-	-131/-101	-	-	-	-142/120	-	-
-14.0	1300 DK	ucla @ penn state		1h_ml	o  	-	'+1300/-2800	-	-	-	915/-1850	-	-
-14.1	100 DK	old dominion @ coastal carolina		home_total	o 30.5	-	'+100/-135	-	-	-	122/-143	-	-
-14.2	400 FD	tennessee @ arkansas		ml	u  	-550/+400	-520/+390	-	-	-	-551/405	-	-
-14.3	-101 DK	indiana @ northwestern		spread	o -15.0	-	-101/-132	-	-	-	121/-143	-	-
-14.4	-105 DK	purdue @ wisconsin		total	o 46.5	-	-105/-126	-	-	-	118/-138	-	-
-14.4	-145 DK	james madison @ ul monroe		home_total	u 16.5	-	'+105/-145	-	-	-	-105/-111	-	-
-14.6	110 DK	virginia tech @ stanford		spread	u -6.5	-	-147/+110	-	-	-	-158/133	-	-
-14.7	102 DK	indiana @ northwestern		spread	o -15.5	-	'+102/-135	-	-	-	125/-148	-	-
-14.7	-140 DK	army @ tulsa		home_total	u 19.5	-	'+100/-140	-	-	-	-109/-107	-	-
-14.8	-110 DK	usc @ minnesota		away_total	o 30.5	-	-110/-125	-	-	-	114/-134	-	-
-14.9	102 DK	purdue @ wisconsin		total	o 47.0	-	'+102/-136	-	-	-	126/-148	-	-
-14.9	101 DK	bowling green @ akron		spread	o -17.5	-	'+101/-134	-	-	-	124/-148	-	-
-15.1	102 DK	tulane @ uab		spread	u -16.0	-	-136/+102	-	-	-	-149/126	-	-
-15.6	-135 DK	smu @ louisville		away_total	u 24.5	-	-105/-135	-	-	-	-115/-102	-	-
-15.7	107 DK	army @ tulsa		spread	o -14.5	-	'+107/-143	-	-	-	132/-158	-	-
-15.8	117 DK	virginia tech @ stanford		spread	u -6.0	-	-157/+117	-	-	-	-171/143	-	-
-15.9	-130 DK	east carolina @ charlotte		home_total	u 18.5	-	-110/-130	-	-	-	-119/102	-	-
-16.6	-115 DK	kansas @ arizona state		away_total	u 23.5	-	-120/-115	-	-	-	-134/114	-	-
-16.7	215 DK	duke @ georgia tech		1h_ml	o  	-	'+215/-265	-	-	-	241/-305	-	-
-16.7	-110 DK	colorado state @ oregon state		away_total	u 16.5	-	-125/-110	-	-	-	-139/119	-	-
-17.0	110 DK	army @ tulsa		spread	o -15.0	-	'+110/-147	-	-	-	139/-166	-	-
-17.3	300 DK	purdue @ wisconsin		1h_ml	o  	-	'+300/-380	-	-	-	319/-427	-	-
-17.3	425 DK	massachusetts @ northern illinois		1h_ml	o  	-	'+425/-575	-	-	-	419/-606	-	-
-18.4	275 DK	baylor @ iowa state		1h_ml	o  	-	'+275/-345	-	-	-	302/-399	-	-
-19.8	550 FD	louisiana @ southern miss		ml	u  	-820/+550	-800/+550	-	-	-	-	-	-
-21.7	490 DK	massachusetts @ northern illinois		ml	o  	'+450/-630	'+490/-675	-	-	-	577/-872	-	-
-21.8	285 FD	miami florida @ california		ml	u  	-360/+285	-	-	-	-	-431/332	-	-
-21.9	380 DK	tulane @ uab		1h_ml	u  	-	-500/+380	-	-	-	-582/406	-	-
-23.3	850 DK	utah state @ boise state		1h_ml	o  	-	'+850/-1450	-	-	-	745/-1351	-	-
-23.4	650 DK	auburn @ georgia		1h_ml	o  	-	'+650/-1000	-	-	-	616/-1026	-	-
-25.1	470 DK	iowa @ ohio state		1h_ml	o  	-	'+470/-650	-	-	-	495/-758	-	-
-28.2	660 FD	iowa @ ohio state		ml	o  	'+660/-1050	'+650/-1000	-	-	-	738/-1218	-	-
-34.6	1100 FD	auburn @ georgia		ml	o  	'+1100/-2500	'+1100/-2100	-	-	-	1046/-2015	-	-
-35.9	1100 FD	alabama @ vanderbilt		ml	u  	-2500/+1100	-2100/+1100	-	-	-	-2113/1079	-	-
-43.1	3000 FD	ucla @ penn state		ml	o  	'+3000/-10000	'+2500/-9000	-	-	-	1953/-5481	-	-
-46.9	1600 FD	utah state @ boise state		ml	o  	'+1600/-4500	'+1600/-4000	-	-	-	1539/-3681	-	-
