EV	EV Book	Imp	Game	Player	Prop	O/U	FD	DK	Bet365	CZ	Kambi	ESPN	L10% Over	% Over	Splits		Minutes
6.8	-300 CZ	75%	aston villa	Axel Disasi	tackles	o 0.5	-	-600	-600	-300	-	-	60%	55%	1,0,4,2,0,0,0,1,1,3	-	90,90,90,63,90
6.8	-159 BR	61%	arsenal	Leandro Trossard	shots_on_target	o 0.5	-310	-	-	-180	-159/-103	-	-%	-%		-	
6.8	-134 BR	57%	arsenal	Ethan Nwaneri	shots_on_target	o 0.5	-240	-	-	-150	-134/-121	-	-%	-%		-	
6.7	-340 DK	77%	lille	Alexsandro Ribeiro	tackles	o 0.5	-	-340	-	-700	-	-	70%	71%	0,1,2,2,1,0,5,1,0,1		90,90,90,90,90
6.6	950 DK	10%	atletico madrid	Julian Alvarez	tackles	o 2.5	-	'+950	'+550	-	-	-	-%	-%		🟡	
6.4	-295 BR	75%	lille	Giovanni Reyna	shots	o 0.5	-550	-	-	-	-295/155	-	-%	-%			
6.3	-150 DK	60%	dortmund	Nico Schlotterbeck	tackles	o 1.5	-	-150	-200	-230	-	-	30%	47%	0,0,3,1,0,2,0,0,3,1	🟡	90,90,90,90,90
6.3	155 BR	39%	aston villa	Ollie Watkins	shots_on_target	o 1.5	'+100	-	-	145	155/-265	-	40%	24%	1,3,0,1,1,2,0,2,0,2	-	77,67,81,89,90
6.2	340 BR	23%	portsmouth	Josh Murphy	shots	o 4.5	-	-	'+250	-	340/-1000	-	-%	-%		-	
6.2	-475 DK	83%	lille	Ngalayel Mukau	tackles	o 0.5	-	-475	-1400	-	-	-	60%	70%	2,1,0,0,0,2,3,0,1,2	🟡	70,75,90,62,76
6.2	195 DK	34%	club brugge	Simon Mignolet	saves	o 4.5	-	'+195	'+150	-	-	-	20%	8%	3,1,2,4,2,8,1,5,2,1	-	90,90,90,90,90
6.1	250 365	29%	lille	Lucas Chevalier	saves	o 3.5	-	'+190	'+250	-	-	-	40%	39%	5,5,2,1,4,0,2,7,0,3	🟡	90,90,90,90,90
6.1	-125 365	56%	aston villa	Marco Asensio	tackles	o 0.5	-	-170	-125/-110	-	-	-	40%	29%	1,1,0,1,0,0,2,0,0,0	-	66,90,23,81,27
6.1	-360 BR	78%	aston villa	Leon Bailey	shots	o 0.5	-950	-	-700	-700	-360/180	-	90%	71%	3,2,0,2,2,1,1,1,2,2	-	13,45,90,63,45
5.7	-106 BR	51%	lille	Jonathan David	shots	o 2.5	-110	-	-200	-125	-106/-157	-	40%	32%	2,1,1,3,4,5,1,1,2,3	🟡	90,90,28,90,67
5.7	300 DK	25%	aston villa	Marcus Rashford	tackles	o 1.5	-	'+300	'+225	-	-	-	20%	11%	1,0,0,1,3,1,0,0,0,2	-	45,23,81,63,23
5.7	108 BR	48%	aston villa	Leon Bailey	shots_on_target	o 0.5	-135	-	-	-105	108/-177	-	60%	29%	2,1,0,0,2,1,0,1,1,0	-	13,45,90,63,45
5.6	100 FD	50%	real madrid	Vinicius Junior	shots	o 2.5	'+100	-	-	-130	-	-	90%	60%	4,3,3,4,3,6,4,1,3,4	🟡	89,83,90,90,90
5.5	-305 BR	75%	watford	Zan Vipotnik	shots	o 0.5	-	-	-550	-	-305/165	-	-%	-%		-	
5.5	-305 BR	75%	portsmouth	Mustapha Bundu	shots	o 0.5	-	-	-550	-	-305/165	-	-%	-%		-	
5.5	-400 365	80%	melbourne	Eli Adams	shots	o 0.5	-950	-	-400	-	-	-	-%	-%		-	
5.5	-205 BR	67%	real madrid	Federico Valverde	shots	o 0.5	-310	-	-	-320	-205/117	-	90%	82%	1,1,1,4,3,3,2,1,1,0	🟡	90,90,89,81,23
5.4	-130 DK	57%	psv	Olivier Boscagli	tackles	o 1.5	-	-130	-163	-190	-	-	40%	40%	1,0,3,1,1,3,0,1,2,3	-	90,104,86,81,89
5.3	-625 BR	86%	hull	Joe Gelhardt	shots	o 0.5	-	-	-3300	-	-625/280	-	-%	-%		-	
5.3	450 365	18%	aston villa	Ollie Watkins	shots	o 4.5	'+320	-	'+450	-	-	-	20%	13%	2,5,0,4,1,4,0,5,1,4	-	77,67,81,89,90
5.3	700 FD	12%	arsenal	Gabriel Magalhaes	shots	o 2.5	'+700	-	'+450	-	-	-	-%	-%		-	
5.2	-250 BR	71%	watford	Ji Sung Eom	shots	o 0.5	-	-	-400	-	-250/143	-	-%	-%		-	
5.1	240 365	29%	real madrid	Jude Bellingham	shots	o 2.5	'+180	-	'+240	190	-	-	50%	33%	1,3,1,5,5,3,0,1,4,0		90,38,90,90,85
5.1	500 365	17%	aston villa	Lucas Digne	shots	o 1.5	'+280	-	'+500	450	-	-	10%	10%	2,0,0,0,1,0,0,0,0,0	-	77,77,8,90,90
4.8	500 DK	17%	aston villa	Tyrone Mings	tackles	o 1.5	-	'+500	'+350	-	-	-	10%	8%	1,0,0,1,2,0,0,1,1,1	-	75,90,58,90,90
4.8	-450 365	82%	psv	Walter Benitez	saves	o 1.5	-	-1100	-450	-	-	-	80%	71%	3,3,4,2,5,2,3,1,1,3	-	90,120,90,90,90
4.7	200 365	33%	real madrid	Rodrygo	shots	o 2.5	'+155	-	'+200	160	-	-	30%	40%	1,3,1,0,3,5,0,1,2,1	🟡	90,7,90,90,67
4.7	-275 365	73%	club brugge	Christos Tzolis	tackles	o 0.5	-	-370	-275	-600	-	-	90%	91%	2,1,2,1,0,1,1,1,2,2	-	45,74,54,90,72
4.7	-115 DK	53%	club brugge	Simon Mignolet	saves	o 3.5	-	-115	-150	-	-	-	30%	28%	3,1,2,4,2,8,1,5,2,1	-	90,90,90,90,90
4.6	-220 DK	69%	atletico madrid	Antoine Griezmann	tackles	o 0.5	-	-220	-334	-	-	-	-%	-%		🟡	
4.6	-129 BR	56%	aston villa	Ollie Watkins	shots	o 2.5	-175	-	-	-165	-129/-132	-	50%	33%	2,5,0,4,1,4,0,5,1,4	-	77,67,81,89,90
4.5	-245 DK	71%	dortmund	Julian Ryerson	tackles	o 1.5	-	-245	-275	-600	-	-	80%	50%	6,2,4,3,0,2,6,2,2,1	🟡	90,90,84,82,28
4.5	380 CZ	21%	aston villa	Lucas Digne	shots_on_target	o 0.5	'+280	-	-	380	-	-	0%	15%	0,0,0,0,0,0,0,0,0,0	-	77,77,8,90,90
4.2	-280 DK	74%	lille	Benjamin Andre	tackles	o 1.5	-	-280	-450	-	-	-	70%	80%	5,2,2,1,3,0,3,3,1,5	🟡	90,90,90,90,90
4.2	150 FD	40%	lille	Bafode Diakite	shots	o 0.5	'+150	-	-	120	-	-	20%	26%	0,0,0,0,1,2,0,0,0,0	🟡	90,90,90,90,90
4.2	150 365	40%	real madrid	Ferland Mendy	tackles	o 1.5	-	'+120	'+150/-200	-	-	-	0%	17%	0,0,1,1,1,1,0,0,1,0	🟡	90,90,3,84,90
4.2	280 BR	26%	atletico madrid	Marcos Llorente	shots_on_target	o 0.5	'+180	-	-	260	280/-560	-	-%	-%		🟡	
4.2	-265 BR	73%	aston villa	Jacob Ramsey	shots	o 0.5	-700	-	-275	-	-265/148	-	30%	50%	2,0,5,0,0,0,0,0,0,2	-	45,67,9,27,67
4.2	-205 BR	67%	club brugge	Christos Tzolis	shots	o 1.5	-270	-	-300	-320	-205/118	-	80%	81%	5,4,3,3,2,3,2,1,2,1	-	45,74,54,90,72
4.1	100 BR	50%	real madrid	Jude Bellingham	shots_on_target	o 0.5	-125	-	-	-125	100/-165	-	50%	51%	0,0,1,2,1,2,0,0,2,0		90,38,90,90,85
4.0	370 DK	21%	lille	Jonathan David	tackles	o 1.5	-	'+370	'+275	-	-	-	10%	16%	0,3,0,0,0,1,1,0,0,0	🟡	90,90,28,90,67
4.0	-140 DK	58%	real madrid	Rodrygo	tackles	o 0.5	-	-140	-150/+110	-700	-	-	70%	45%	5,0,0,1,1,4,0,1,2,2	🟡	90,7,90,90,67
4.0	370 FD	21%	real madrid	Arda Guler	shots	o 3.5	'+370	-	'+275	-	-	-	10%	22%	0,7,1,0,1,0,0,0,1,2		18,19,75,83,32
4.0	-150 CZ	60%	aston villa	Leon Bailey	shots	o 1.5	-200	-	-	-150	-	-	60%	31%	3,2,0,2,2,1,1,1,2,2	-	13,45,90,63,45
4.0	-210 DK	68%	arsenal	David Raya	saves	o 1.5	-	-210	-300	-	-	-	-%	-%		-	
3.9	175 CZ	36%	dortmund	Julian Brandt	shots	o 1.5	'+140	-	-	175	-	-	30%	41%	2,1,1,3,0,4,1,0,1,1	🟡	90,68,2,82,90
3.9	-106 BR	51%	real madrid	Rodrygo	shots_on_target	o 0.5	-130	-	-	-135	-106/-148	-	30%	56%	0,1,0,0,2,0,0,0,1,0	🟡	90,7,90,90,67
3.8	-455 BR	82%	lille	Hakon Haraldsson	shots	o 0.5	-1000	-	-	-	-455/240	-	-%	-%		🟡	
3.8	200 365	33%	aston villa	Youri Tielemans	shots	o 1.5	'+145	-	'+200	175	-	-	60%	38%	1,3,2,1,2,0,2,3,0,2	-	90,90,90,90,90
3.8	162 365	38%	arsenal	Ethan Nwaneri	shots	o 3.5	'+130	-	'+162	-	-	-	-%	-%		-	
3.7	-135 DK	57%	lille	Jonathan David	tackles	o 0.5	-	-135	-175	-	-	-	30%	41%	0,3,0,0,0,1,1,0,0,0	🟡	90,90,28,90,67
3.6	155 DK	39%	dortmund	Serhou Guirassy	tackles	o 0.5	-	'+155	'+125	-	-	-	10%	12%	0,0,0,1,0,0,0,0,0,0	🟡	68,84,88,90,90
3.6	112 BR	47%	atletico madrid	Samuel Lino	shots_on_target	o 0.5	-110	-	-	-	112/-180	-	-%	-%		🟡	
3.4	-136 BR	58%	stoke v blackburn	Nathan Lowe	shots_on_target	o 0.5	-175	-	-	-	-136/-117	-	-%	-%		-	
3.4	200 365	33%	dortmund	Marcel Sabitzer	tackles	o 2.5	-	'+160	'+200	-	-	-	30%	12%	0,2,1,5,1,3,4,2,2,0	🟡	88,84,90,90,16
3.4	150 DK	40%	atletico madrid	Nahuel Molina	tackles	o 2.5	-	'+150	'+120/-163	-	-	-	-%	-%			
3.3	-345 BR	78%	portsmouth	Josh Murphy	shots	o 1.5	-	-	-600	-	-345/180	-	-%	-%		-	
3.3	255 BR	28%	leeds	Macaulay Langstaff	shots	o 1.5	-	-	'+200	-	255/-530	-	-%	-%		-	
3.1	290 FD	26%	melbourne	Steven Ugarkovic	shots	o 3.5	'+290	-	'+225	-	-	-	-%	-%		-	
3.1	240 FD	29%	lille	Jonathan David	shots	o 3.5	'+240	-	-	190	-	-	20%	15%	2,1,1,3,4,5,1,1,2,3	🟡	90,90,28,90,67
3.1	240 365	29%	atletico madrid	Rodrigo Riquelme	shots	o 2.5	'+190	-	'+240	-	-	-	-%	-%			
3.0	-115 FD	53%	atletico madrid	Julian Alvarez	shots	o 2.5	-115	-	-	-145	-175/100	-	-%	-%		🟡	
3.0	-475 DK	83%	aston villa	Lucas Digne	tackles	o 0.5	-	-475	-700	-1600	-	-	70%	83%	5,0,3,1,0,0,2,1,2,4	-	77,77,8,90,90
3.0	-400 BR	80%	club brugge	Romeo Vermant	shots	o 0.5	-700	-	-	-	-400/205	-	50%	50%	1,0,1,0,1,0,0,4,0,1	-	21,1,63,30,2
3.0	-205 BR	67%	aston villa	Marco Asensio	shots	o 1.5	-290	-	-275	-	-205/118	-	30%	48%	0,0,1,0,4,0,3,0,4,1	-	66,90,23,81,27
3.0	160 CZ	38%	arsenal	Richard Ledezma	tackles	o 2.5	-	'+130	-	160	-	-	-%	-%		-	
2.9	460 FD	18%	dortmund	Serhou Guirassy	shots	o 4.5	'+460	-	'+333	-	-	-	20%	12%	5,3,2,3,4,1,8,2,1,4	🟡	68,84,88,90,90
2.9	-455 BR	82%	hull	Abu Kamara	shots	o 0.5	-	-	-900	-	-455/230	-	50%	56%	0,0,0,5,3,3,2,1,0,0	-	81,90,55,57,12
2.9	-185 DK	65%	atletico madrid	Julian Alvarez	tackles	o 0.5	-	-185	-250	-	-	-	-%	-%		🟡	
2.9	1200 DK	8%	aston villa	Marcus Rashford	tackles	o 2.5	-	'+1200	'+650	-	-	-	10%	4%	1,0,0,1,3,1,0,0,0,2	-	45,23,81,63,23
2.6	-560 BR	85%	club brugge	Gustaf Nilsson	shots	o 0.5	-1700	-	-900	-	-560/255	-	70%	82%	8,1,5,0,1,0,1,3,0,1	-	5,32,90,6,18
2.6	110 FD	48%	club brugge	Christos Tzolis	shots	o 2.5	'+110	-	-	-110	-	-	50%	58%	5,4,3,3,2,3,2,1,2,1	-	45,74,54,90,72
2.5	-235 BR	70%	leeds	Manor Solomon	shots	o 1.5	-	-	-334	-	-235/133	-	60%	41%	3,3,2,1,0,1,2,0,3,2	-	70,77,21,76,77
2.5	200 365	33%	aston villa	Morgan Rogers	shots	o 2.5	'+155	-	'+200	170	-	-	30%	29%	6,1,3,5,1,0,1,1,0,1	-	77,90,9,90,89
2.5	-225 365	69%	psv	Tyrell Malacia	tackles	o 1.5	-	-310	-225	-	-	-	44%	44%	2,1,3,0,0,1,1,2,2	-	77,43,90,90,1
2.4	180 BR	36%	lille	Jonathan David	shots_on_target	o 1.5	'+150	-	-	145	180/-315	-	20%	18%	1,1,1,1,2,2,1,1,0,1	🟡	90,90,28,90,67
2.4	-300 365	75%	dortmund	Gregor Kobel	saves	o 1.5	-	-450	-300	-	-	-	30%	68%	1,4,1,6,6,1,1,1,0,0	🟡	90,90,90,90,90
2.4	295 BR	25%	club brugge	Hugo Siquet	shots_on_target	o 0.5	'+230	-	-	-	295/-625	-	10%	12%	3,0,0,0,0,0,0,0,0,0	-	37,2,45,6,18
2.1	-420 BR	81%	leeds	Daniel James	shots	o 1.5	-	-	-700	-	-420/215	-	90%	70%	3,4,1,2,2,4,7,5,6,5	-	90,65,85,76,90
2.1	145 DK	41%	arsenal	Riccardo Calafiori	tackles	o 2.5	-	'+145	'+120	-	-	-	-%	-%		-	
2.0	-280 DK	74%	club brugge	Simon Mignolet	saves	o 2.5	-	-280	-400	-	-	-	40%	42%	3,1,2,4,2,8,1,5,2,1	-	90,90,90,90,90
1.9	-150 365	60%	dortmund	Marcel Sabitzer	tackles	o 1.5	-	-190	-150	-	-	-	60%	34%	0,2,1,5,1,3,4,2,2,0	🟡	88,84,90,90,16
1.7	500 365	17%	melbourne	Harry Politidis	shots	o 3.5	'+360	-	'+500	-	-	-	-%	-%		-	
1.7	-670 BR	87%	arsenal	Mikel Merino	shots	o 0.5	-3000	-	-2500	-1000	-670/295	-	-%	-%		-	
1.6	-360 BR	78%	watford	Edo Kayembe	shots	o 0.5	-	-	-550	-	-360/180	-	-%	-%		-	
1.6	-160 DK	62%	aston villa	Marcus Rashford	tackles	o 0.5	-	-160	-200/+150	-	-	-	50%	44%	1,0,0,1,3,1,0,0,0,2	-	45,23,81,63,23
1.5	-310 DK	76%	lille	Ethan Mbappe	tackles	o 0.5	-	-310	-450	-	-	-	56%	56%	0,1,0,0,1,3,2,0,2		27,58,45,45,70
1.5	-450 365	82%	arsenal	William Saliba	tackles	o 0.5	-	-700	-450	-800	-	-	-%	-%		-	
1.4	275 365	27%	atletico madrid	Antoine Griezmann	shots	o 3.5	'+240	-	'+275	200	-	-	-%	-%		🟡	
1.4	137 365	42%	club brugge	Hans Vanaken	tackles	o 1.5	-	'+115	'+137/-188	-	-	-	30%	27%	0,5,2,0,3,1,0,1,1,0	-	90,90,90,90,90
1.3	240 365	29%	atletico madrid	Julian Alvarez	shots	o 3.5	'+230	-	'+240	165	-	-	-%	-%		🟡	
1.2	190 BR	34%	dortmund	Julian Brandt	shots_on_target	o 0.5	'+145	-	-	170	190/-360	-	30%	32%	1,0,0,1,0,1,0,0,0,0	🟡	90,68,2,82,90
1.2	107 BR	48%	lille	Jamie Bynoe Gittens	shots_on_target	o 0.5	-	-	-	-110	107/-175	-	-%	-%			
1.1	-700 CZ	88%	arsenal	Martin Odegaard	shots	o 0.5	-1350	-	-2500	-700	-	-	-%	-%		-	
1.0	200 365	33%	lille	Bafode Diakite	tackles	o 1.5	-	'+165	'+200	-	-	-	10%	21%	0,1,0,1,1,0,1,4,1,0	🟡	90,90,90,90,90
0.9	-715 BR	88%	hull	Mason Burstow	shots	o 0.5	-	-	-1600	-	-715/295	-	70%	67%	2,2,1,1,1,0,0,0,1,3	-	62,23,16,26,33
0.9	-210 BR	68%	arsenal	Gabriel Magalhaes	shots	o 0.5	-260	-	-300	-260	-210/123	-	-%	-%		-	
0.8	-175 BR	64%	dortmund	Marcel Sabitzer	shots	o 0.5	-240	-	-	-200	-175/-103	-	60%	60%	1,2,0,1,0,3,0,1,0,1	🟡	88,84,90,90,16
0.8	-110 365	52%	lille	Lucas Chevalier	saves	o 2.5	-	-130	-110	-	-	-	50%	53%	5,5,2,1,4,0,2,7,0,3	🟡	90,90,90,90,90
0.7	-163 365	62%	aston villa	Pau Torres	tackles	o 0.5	-	-200	-163	-	-	-	70%	54%	2,2,0,1,2,1,0,2,0,1	-	90,90,90,90,19
0.7	280 FD	26%	club brugge	Christos Tzolis	shots	o 3.5	'+280	-	'+240	210	-	-	20%	23%	5,4,3,3,2,3,2,1,2,1	-	45,74,54,90,72
0.7	-250 365	71%	arsenal	Myles Lewis Skelly	tackles	o 1.5	-	-390	-250	-280	-	-	-%	-%		-	
0.7	-260 DK	72%	arsenal	Leandro Trossard	tackles	o 0.5	-	-260	-350	-	-	-	-%	-%		-	
0.6	500 365	17%	portsmouth	Zak Swanson	shots	o 1.5	-	-	'+500	-	290/-670	-	-%	-%		-	
0.6	-135 CZ	57%	club brugge	Raphael Onyedika	shots	o 0.5	-160	-	-	-135	-	-	70%	65%	0,2,1,1,1,2,1,0,1,0	-	45,90,22,89,45
0.5	-235 BR	70%	portsmouth	Isaac Hayden	shots	o 0.5	-	-	-300	-	-235/133	-	-%	-%		-	
0.5	-500 DK	83%	dortmund	Waldemar Anton	tackles	o 0.5	-	-500	-800	-	-	-	40%	58%	0,0,3,1,0,0,2,1,0,0		2,90,90,2,1
0.5	-240 BR	71%	lille	Jonathan David	shots_on_target	o 0.5	-310	-	-	-320	-240/145	-	90%	65%	1,1,1,1,2,2,1,1,0,1	🟡	90,90,28,90,67
0.5	-305 BR	75%	lille	Jonathan David	shots	o 1.5	-310	-	-700	-380	-305/165	-	60%	52%	2,1,1,3,4,5,1,1,2,3	🟡	90,90,28,90,67
0.5	-105 DK	51%	aston villa	Tyrone Mings	tackles	o 0.5	-	-105	-125/-110	-	-	-	60%	62%	1,0,0,1,2,0,0,1,1,1	-	75,90,58,90,90
0.4	-800 DK	89%	lille	Mitchel Bakker	tackles	o 0.5	-	-800	-2000	-	-	-	70%	73%	1,1,1,1,1,0,3,1,0,0		25,90,45,14,45
0.4	-800 DK	89%	dortmund	Emre Can	tackles	o 0.5	-	-800	-2000	-	-	-	80%	75%	3,0,3,3,1,4,0,4,2,2	🟡	90,90,90,90,90
0.4	230 DK	30%	aston villa	Morgan Rogers	tackles	o 1.5	-	'+230	'+225	160	-	-	20%	19%	1,0,0,1,0,0,2,0,3,1	-	77,90,9,90,89
0.4	-205 BR	67%	aston villa	Marcus Rashford	shots	o 1.5	-250	-	-250	-280	-205/118	-	30%	44%	1,0,0,4,1,2,0,6,1,0	-	45,23,81,63,23
0.2	-200 DK	67%	atletico madrid	Nahuel Molina	tackles	o 1.5	-	-200	-250	-	-	-	-%	-%			
0.2	-188 365	65%	real madrid	Kylian Mbappe	shots	o 2.5	-280	-	-188	-280	-295/155	-	80%	72%	7,3,3,5,8,7,6,0,1,4	🟡	77,90,74,90,78
0.2	-265 BR	73%	psv	Guus Til	shots	o 0.5	-390	-	-	-300	-265/148	-	70%	78%	5,1,0,4,1,6,1,0,0,5	-	62,49,72,90,90
0.1	-220 BR	69%	hull	Cameron Brannagan	shots	o 0.5	-	-	-275	-	-220/128	-	-%	-%		-	
0.1	-175 DK	64%	real madrid	Aurelien Tchouameni	tackles	o 1.5	-	-175	-188/+137	-500	-	-	50%	48%	1,0,2,2,0,3,0,2,2,1	🟡	90,90,90,90,90
0.1	-190 CZ	66%	arsenal	Richard Ledezma	tackles	o 1.5	-	-235	-	-190	-	-	-%	-%		-	
-0.0	600 365	14%	real madrid	Kylian Mbappe	shots	o 5.5	'+420	-	'+600	-	-	-	40%	22%	7,3,3,5,8,7,6,0,1,4	🟡	77,90,74,90,78
-0.0	300 365	25%	arsenal	Leandro Trossard	shots	o 4.5	'+240	-	'+300	-	-	-	-%	-%		-	
-0.0	-770 BR	89%	arsenal	Gabriel Martinelli	shots	o 0.5	-1700	-	-	-	-770/310	-	-%	-%		-	
-0.1	190 FD	34%	dortmund	Serhou Guirassy	shots	o 3.5	'+190	-	'+150	170	-	-	40%	32%	5,3,2,3,4,1,8,2,1,4	🟡	68,84,88,90,90
-0.1	-150 365	60%	arsenal	Declan Rice	tackles	o 1.5	-	-170	-150	-190	-	-	-%	-%		-	
-0.2	155 FD	39%	lille	Matias Fernandez Pardo	shots	o 1.5	'+155	-	-	-	115/-200	-	20%	25%	2,0,0,0,1,1,0,0,0,2		12,9,14,20,15
-0.3	-120 DK	55%	dortmund	Maximilian Beier	tackles	o 1.5	-	-120	-138	-	-	-	20%	21%	1,0,1,1,0,0,0,6,2,0	🟡	45,90,88,25,28
-0.3	-125 BR	56%	club brugge	Christos Tzolis	shots_on_target	o 0.5	-150	-	-	-140	-125/-130	-	60%	58%	1,1,2,0,1,1,1,0,0,0	-	45,74,54,90,72
-0.4	117 BR	46%	real madrid	Kylian Mbappe	shots_on_target	o 1.5	'+105	-	-	100	117/-195	-	80%	63%	2,2,3,3,4,5,3,0,1,3	🟡	77,90,74,90,78
-0.4	-200 365	67%	aston villa	Morgan Rogers	tackles	o 0.5	-	-205	-200/+150	-300	-	-	50%	62%	1,0,0,1,0,0,2,0,3,1	-	77,90,9,90,89
-0.5	-700 DK	88%	dortmund	Nico Schlotterbeck	tackles	o 0.5	-	-700	-1000	-1600	-	-	50%	69%	0,0,3,1,0,2,0,0,3,1	🟡	90,90,90,90,90
-0.6	-400 365	80%	melbourne	Lachlan Bayliss	shots	o 0.5	-550	-	-400	-	-	-	-%	-%		-	
-0.6	-225 365	69%	lille	Bafode Diakite	tackles	o 0.5	-	-275	-225	-	-	-	60%	61%	0,1,0,1,1,0,1,4,1,0	🟡	90,90,90,90,90
-0.6	-205 DK	67%	arsenal	Riccardo Calafiori	tackles	o 1.5	-	-205	-250	-	-	-	-%	-%		-	
-0.6	195 FD	34%	psv	Jerdy Schouten	shots	o 0.5	'+195	-	-	165	-	-	50%	29%	1,1,0,0,1,1,0,0,0,2	-	73,71,90,90,90
-0.7	-110 365	52%	atletico madrid	Samuel Lino	tackles	o 1.5	-	-125	-110/-125	-	-	-	-%	-%		🟡	
-0.7	-340 DK	77%	atletico madrid	Robin Le Normand	tackles	o 0.5	-	-340	-450	-	-	-	-%	-%		🟡	
-0.7	120 FD	45%	aston villa	Marcus Rashford	shots	o 2.5	'+120	-	-	105	-	-	20%	25%	1,0,0,4,1,2,0,6,1,0	-	45,23,81,63,23
-0.8	-245 BR	71%	leeds	Ao Tanaka	shots	o 0.5	-	-	-300	-	-245/140	-	70%	71%	1,1,3,0,0,1,2,0,1,2	-	77,89,22,80,70
-0.9	2300 FD	4%	melbourne v newcastle jets	Ben Gibson	shots	o 4.5	'+2300	-	'+900	-	-	-	-%	-%		-	
-0.9	190 DK	34%	aston villa	John Mcginn	tackles	o 2.5	-	'+190	'+162	-	-	-	20%	6%	0,0,1,0,2,3,4,2,0,0	-	90,90,90,63,60
-1.0	-300 365	75%	real madrid	Ferland Mendy	tackles	o 0.5	-	-380	-300	-	-	-	50%	62%	0,0,1,1,1,1,0,0,1,0	🟡	90,90,3,84,90
-1.0	-910 BR	90%	arsenal	Ethan Nwaneri	shots	o 0.5	-3500	-	-2500	-1400	-910/335	-	-%	-%		-	
-1.1	-500 365	83%	melbourne	Clayton Taylor	shots	o 0.5	-700	-	-500	-	-	-	-%	-%		-	
-1.1	-550 365	85%	real madrid	Kylian Mbappe	shots	o 1.5	-850	-	-550	-	-	-	80%	85%	7,3,3,5,8,7,6,0,1,4	🟡	77,90,74,90,78
-1.1	-240 CZ	71%	atletico madrid	Giuliano Simeone	shots	o 0.5	-650	-	-	-240	-360/180	-	-%	-%		🟡	
-1.2	-225 BR	69%	psv	Ivan Perisic	shots	o 0.5	-280	-	-275	-260	-225/130	-	80%	63%	1,1,0,1,2,4,6,0,2,1	-	90,84,18,90,90
-1.3	650 365	13%	dortmund	Julian Brandt	tackles	o 2.5	-	'+450	'+650	-	-	-	10%	10%	3,1,0,0,0,0,0,0,1,1	🟡	90,68,2,82,90
-1.3	500 365	17%	dortmund	Julian Ryerson	shots	o 1.5	'+370	-	'+500	-	-	-	10%	14%	0,0,0,3,0,0,0,1,0,0	🟡	90,90,84,82,28
-1.3	-295 BR	75%	aston villa	Ollie Watkins	shots_on_target	o 0.5	-440	-	-	-320	-295/165	-	70%	60%	1,3,0,1,1,2,0,2,0,2	-	77,67,81,89,90
-1.4	1500 DK	6%	lille	Jonathan David	tackles	o 2.5	-	'+1500	'+750	-	-	-	10%	3%	0,3,0,0,0,1,1,0,0,0	🟡	90,90,28,90,67
-1.4	600 FD	14%	dortmund	Karim Adeyemi	shots_on_target	o 1.5	'+600	-	-	425	-	-	20%	25%	0,0,1,2,0,1,0,2,1,0	🟡	88,90,82,90,89
-1.4	-750 DK	88%	atletico madrid	Marcos Llorente	tackles	o 0.5	-	-750	-1200	-	-	-	-%	-%		🟡	
-1.5	-270 FD	73%	melbourne	Steven Ugarkovic	shots	o 1.5	-270	-	-334	-	-	-	-%	-%		-	
-1.5	-600 FD	86%	melbourne v newcastle jets	Ben Gibson	shots	o 0.5	-600	-	-900	-	-	-	-%	-%		-	
-1.5	-600 DK	86%	aston villa	Ian Maatsen	tackles	o 0.5	-	-600	-900	-	-	-	50%	41%	0,1,1,0,3,0,0,0,2,1	-	45,13,90,13,82
-1.5	280 BR	26%	aston villa	Matty Cash	shots_on_target	o 0.5	'+230	-	-	-	280/-560	-	20%	24%	0,0,0,1,0,0,1,0,0,0	-	29,24,69,27,45
-1.5	-600 DK	86%	psv	Olivier Boscagli	tackles	o 0.5	-	-600	-800	-1000	-	-	80%	80%	1,0,3,1,1,3,0,1,2,3	-	90,104,86,81,89
-1.5	1000 DK	9%	arsenal	David Raya	saves	o 4.5	-	'+1000	'+600	-	-	-	-%	-%		-	
-1.6	-420 BR	81%	hull	Mark Harris	shots	o 0.5	-	-	-550	-	-420/205	-	-%	-%		-	
-1.7	-900 DK	90%	lille	Thomas Meunier	tackles	o 0.5	-	-900	-1600	-	-	-	80%	80%	0,3,3,3,4,2,1,8,0,1	🟡	90,90,90,90,66
-1.7	175 365	36%	real madrid	Federico Valverde	shots	o 1.5	'+150	-	'+175	155	-	-	40%	45%	1,1,1,4,3,3,2,1,1,0	🟡	90,90,89,81,23
-1.7	-334 365	77%	psv	Ivan Perisic	tackles	o 0.5	-	-425	-334	-	-	-	100%	100%	2,3,2	-	90,84,18,90,90
-1.8	-550 365	85%	atletico madrid	Rodrigo Riquelme	shots	o 0.5	-750	-	-550	-	-	-	-%	-%			
-1.8	-150 CZ	60%	real madrid	Jude Bellingham	shots	o 1.5	-170	-	-	-150	-	-	50%	49%	1,3,1,5,5,3,0,1,4,0		90,38,90,90,85
-1.9	200 365	33%	portsmouth	Colby Bishop	shots	o 3.5	-	-	'+200	-	148/-265	-	-%	-%		-	
-1.9	550 FD	15%	aston villa	Axel Disasi	shots	o 1.5	'+550	-	'+400	-	-	-	10%	10%	0,0,1,4,0,0,0,1,0,0	-	90,90,90,63,90
-1.9	-1000 DK	91%	arsenal	Thomas Partey	tackles	o 0.5	-	-1000	-2000	-	-	-	-%	-%		-	
